23615.2936586,7713.78976353
23440.2956952,7665.26616273
23175.6573562,7665.26616273
24001.1416573,7682.69146513
23269.3610807,7671.67462778
23294.3388722,7665.26616273
23448.6948898,7671.67462778
23683.0237377,7826.89226371
23800.4471096,7665.26616273
23517.7396313,7532.8052165
24349.6126603,7671.67462778
22826.2857592,7671.67462778
23163.1627586,7647.39763498
23887.5622749,7665.26616273
23538.2057288,7816.73199113
22499.6834114,7779.55893741
23022.1649728,7665.26616273
24956.4273025,7665.26616273
23668.4141102,7810.93304902
23388.3487371,7698.93126664
23629.9691885,7647.39763498
23539.3333946,7661.47335079
23328.8208184,7688.22824906
22862.3776276,7725.55214564
24253.9748317,7539.21368155
23706.5401627,7814.70080115
23305.1811004,7665.26616273
23835.7201028,7688.22824906
23200.4111699,7555.76730283
24084.7234863,7790.89029617
