3425.16549577,7331.58024485,6965.22307135
3417.34208371,7172.11980603,6869.72954778
3409.85253199,7036.32404328,6799.35515903
3400.44360929,6965.76008032,6687.34302026
3390.80061014,6823.88003403,6583.02376221
3383.37579777,6709.93591909,6504.94007892
3375.98015645,6570.81236091,6434.54980547
3365.1539666,6433.47181819,6372.51981995
3358.47487634,6303.21328509,6286.39319188
3356.38296253,6178.42180244,6237.39066816
3353.05053291,6053.09782542,6173.7440129
3350.87679098,5931.84042442,6115.04781249
3346.68855591,5796.81520742,6068.73477658
3346.11251534,5731.12087434,6007.29881173
3338.05514982,5631.56007923,5948.5807651
3333.26221244,5482.43738261,5915.20690964
3326.4059569,5402.22726369,5850.43547363
3322.98783089,5310.26041767,5778.81962223
3321.55169158,5196.79972787,5735.53307736
3316.8759056,5099.12614705,5667.82744728
3314.85220794,4999.47660376,5641.75405117
3310.49590818,4918.38204076,5582.79643975
3308.76976082,4840.78001779,5539.37566808
3303.63386732,4775.25249894,5493.96422265
3294.91752667,4699.71372783,5441.75346735
3294.9159652,4605.06594174,5409.76400392
3294.9159652,4532.68662913,5366.84364742
3294.05714182,4493.92412509,5342.19437731
3291.28535019,4384.91827124,5296.00546504
3285.76027622,4318.23419911,5246.12180269
3285.76027622,4260.35921417,5209.05212133
3282.19284127,4183.25487355,5172.02952725
3281.23438027,4112.9440769,5148.44056699
3273.19703425,4068.36063712,5106.40176011
3273.19703425,3998.30751654,5072.42172189
3273.19703425,3919.08196056,5027.73938701
3271.6560045,3868.24654562,4996.27220897
3268.10610239,3809.9593464,4955.64961406
3266.68902943,3766.97308965,4924.89634482
3253.51114243,3729.43211973,4888.77758259
3253.45479893,3684.31003174,4846.24165919
3253.32981222,3624.61608544,4813.36227563
3253.32981222,3565.0509069,4776.47311443
3253.32981222,3526.99874769,4752.97577031
3253.31854109,3491.1845912,4716.55051966
3252.14590404,3438.16170226,4688.25553448
3252.14590404,3395.61335337,4658.71898317
3251.05344361,3354.64711364,4643.07759398
3249.92200944,3325.56007493,4627.60889564
3249.92200944,3306.20728069,4599.32576854
3249.92200944,3248.93043078,4585.33091013
3248.81972204,3216.08159975,4568.97494824
3246.60852661,3191.3227475,4550.78038145
3245.61228048,3150.47823196,4524.14077739
3245.58673925,3124.5807891,4497.64928412
3245.58673925,3089.84694592,4451.60336225
3245.58673925,3063.63599111,4429.48719255
3242.93494286,3042.14387974,4404.43059085
3242.93494286,3023.50118236,4390.00128854
3242.93494286,2996.63595138,4357.0156857
3242.93494286,2978.7006338,4320.48492227
3241.5713756,2969.07295805,4283.33884659
3241.5713756,2943.81156921,4268.06086399
3241.5713756,2935.72052382,4256.52442903
3241.5713756,2921.63051496,4233.62277285
3238.1276228,2903.62482572,4215.5866348
3238.1276228,2885.52077505,4190.29399354
3237.30382848,2877.24723589,4177.7534149
3237.30382848,2862.78240473,4162.05778333
3237.30382848,2852.94710203,4132.61103436
3234.15898787,2844.51377155,4109.13161789
3234.15898787,2836.27817786,4095.12571944
3234.15898787,2826.35565654,4061.26053535
3233.93828241,2819.36295389,4040.7022219
3233.37164399,2811.70586753,4023.31205715
3233.37164399,2804.33878367,3994.39688874
3233.37164399,2801.40961871,3968.20158041
3232.61340397,2797.17336965,3947.04213967
3232.61340397,2792.70731542,3937.20421463
3232.61340397,2791.2848609,3918.85293426
3232.45945486,2786.81215509,3903.062649
3231.78782382,2783.62666631,3892.38532192
3231.78782382,2782.15278483,3883.05734833
3231.78782382,2780.12100368,3859.08002386
3231.29323513,2774.77876743,3848.75702522
3231.29323513,2773.29603933,3828.6098464
3231.29323513,2771.31114653,3820.25874204
3228.45298809,2763.45623474,3788.33707663
3224.30223134,2763.13862513,3750.48090681
3224.30223134,2760.72229726,3740.18921032
3224.30223134,2760.13346536,3730.24932918
3223.90206834,2759.84831408,3708.60325908
3223.90206834,2758.22643244,3667.48492091
3223.90206834,2758.21789007,3640.14536273
3223.90206834,2757.56492984,3632.55882904
3223.90206834,2756.80451762,3618.58603094
3222.97322874,2756.5670112,3608.25030447
3222.97322874,2756.26328012,3587.86022622
3222.97322874,2756.14235835,3576.33927414
3222.97322874,2755.70939145,3557.00134718
3222.97322874,2755.39158786,3547.54427175
3222.97322874,2755.38754576,3541.93462198
3222.97322874,2754.39402045,3518.50904294
3222.97322874,2752.34163993,3503.49978793
3222.97322874,2752.33759783,3492.67423811
3222.46257302,2752.33759783,3473.57031654
3222.46257302,2752.33759783,3453.0368483
3222.46257302,2752.07798861,3438.32813522
3220.66780593,2751.9133851,3427.6048798
3220.66780593,2751.909343,3413.26398855
3220.66780593,2751.87546588,3390.75880698
3219.46672989,2751.63293955,3368.02850253
3219.46672989,2751.63293955,3350.41849823
3215.64459153,2751.63293955,3322.73562399
3215.64459153,2751.63293955,3302.04140914
3215.64459153,2751.63293955,3287.01296773
3215.64459153,2751.6319172,3265.80363767
3215.64459153,2751.6319172,3249.71057344
3215.64459153,2751.6319172,3219.80401899
3215.56030094,2751.6319172,3200.06189049
3215.56030094,2751.6319172,3184.37993032
3215.56030094,2751.6319172,3173.27222739
3215.56030094,2751.6319172,3161.72763849
3215.56030094,2751.6319172,3144.71367162
3215.56030094,2751.6319172,3127.07138757
3215.56030094,2751.6319172,3111.68822182
3215.56030094,2751.6319172,3099.90940273
3213.57247052,2751.6319172,3090.6338255
3210.43674505,2751.6319172,3078.2456204
3210.40066655,2751.6319172,3069.01111469
3210.40066655,2751.6319172,3058.54085902
3210.40066655,2751.63190181,3047.24369642
3210.40066655,2751.63190181,3033.7557022
3210.40062109,2751.63190181,3030.2996134
3210.40062109,2751.63190181,3018.83850815
3210.40062109,2751.63190181,3012.01530248
3210.40062109,2751.63190181,3003.21161971
3210.3918386,2751.63190181,2995.44277141
3210.3918386,2751.63190181,2987.68338511
3210.3918386,2751.63190181,2977.08271951
3210.3918386,2751.63190181,2966.45970385
3210.3918386,2751.63190181,2956.25077731
3210.3918386,2751.63190181,2947.50724293
3210.3918386,2751.63190181,2943.27427047
3210.3918386,2751.63190181,2929.02497923
3210.3918386,2751.63190181,2919.52384895
3210.3918386,2751.63190181,2913.0086572
3210.3918386,2751.63190181,2906.01585707
3209.993208,2751.63190181,2903.3906761
3209.993208,2751.63190181,2891.86411616
3209.993208,2751.63190181,2886.45529775
3209.993208,2751.63190181,2883.08431413
3209.993208,2751.63190181,2875.41641933
3209.993208,2751.63190181,2873.85555225
3209.993208,2751.63190181,2859.03482336
3209.993208,2751.63190181,2852.34182547
3209.993208,2751.56476944,2846.19263565
3209.993208,2751.56476944,2832.29455981
3209.993208,2751.56476944,2831.46915803
3209.993208,2751.56476944,2830.43949501
3209.72157988,2751.56476944,2812.30640027
3209.72157988,2751.56476944,2807.63624945
3209.72157988,2750.93687146,2796.46936768
3209.72157988,2750.93687146,2780.66047347
3209.72157988,2750.93687146,2764.55936605
3209.72157988,2750.93687146,2759.55819234
3209.72157988,2750.93687146,2755.59214153
3209.72157988,2750.93687146,2745.41871246
3209.72157988,2750.93687146,2732.16339054
3209.72157988,2750.93687146,2720.03038491
3209.72157988,2750.93687146,2707.59803931
3209.72157988,2750.93687146,2706.54685552
3209.72157988,2750.93687146,2698.6650202
3209.72157988,2750.93687146,2693.04835181
3209.72157988,2750.93687146,2687.67407115
3209.72157988,2750.93687146,2681.84231674
3209.72157988,2750.93687146,2667.65806969
3209.72157988,2750.93687146,2658.79106525
3209.72157988,2750.93687146,2653.92447635
3209.72157988,2750.93687146,2648.54251162
3209.72157988,2750.93687146,2643.87923446
3209.72157988,2750.93687146,2637.07687327
3209.72157988,2750.93687146,2630.76703684
3208.56656994,2750.93687146,2623.10723488
3208.56656994,2750.93687146,2610.99776662
3208.56656994,2750.93687146,2605.67867422
3208.56656994,2750.93687146,2596.30210994
3208.56656994,2750.93687146,2583.9688741
3208.56656994,2750.93687146,2574.86748117
3208.56656994,2750.93687146,2567.5563634
3208.56656994,2750.93687146,2561.6517494
3208.56656994,2750.93687146,2553.48163678
3208.56656994,2750.93687146,2547.88618679
3208.56656994,2750.93687146,2539.50660037
3208.56656994,2750.93687146,2535.2260503
3208.56656994,2750.93687146,2532.20636738
3208.56656994,2750.93687146,2528.63087349
3208.56656994,2750.93687146,2522.8291243
3208.56656994,2750.93687146,2515.94344469
3208.56656994,2750.93687146,2511.57528169
3208.56656994,2750.93687146,2499.03417272
3208.56656994,2750.93687146,2489.8236452
3208.56656994,2750.93687146,2484.25425072
3208.56656994,2750.93687146,2482.27060259
3208.56656994,2750.93687146,2477.78913557
3208.56656994,2750.93687146,2471.44883438
3208.56656994,2750.93687146,2467.53219489
3208.56656994,2750.93687146,2464.14264136
3208.56656994,2750.93687146,2461.55345337
3208.56656994,2750.93687146,2456.30038159
3208.56656994,2750.93687146,2451.52104483
3208.56656994,2750.93687146,2449.86673019
3208.56656994,2750.93687146,2447.34743255
3208.56656994,2750.93687146,2442.88554812
3208.56656994,2750.93687146,2438.61520144
3208.56656994,2750.93687146,2434.2812967
3208.56656994,2750.93687146,2430.9750805
3208.56656994,2750.93687146,2428.46801017
3208.56656994,2750.93687146,2424.66221785
3208.56656994,2750.93687146,2420.10102838
3208.56656994,2750.93687146,2415.44742221
3208.56656994,2750.93687146,2412.89940294
3208.56656994,2750.93687146,2409.37307414
3208.56656994,2750.93687146,2407.386354
3208.56656994,2750.93687146,2406.90317371
3208.56656994,2750.93687146,2405.24110145
3208.56656994,2750.93687146,2404.7900384
3208.56656994,2750.93687146,2402.51668133
3208.56656994,2750.93687146,2396.94516942
3208.56656994,2750.93687146,2394.41597832
3208.56656994,2750.93687146,2392.50648675
3208.56656994,2750.93687146,2391.48068862
3208.56656994,2750.93687146,2389.28284874
3208.56656994,2750.93687146,2389.08460413
3208.56656994,2750.93687146,2386.91844433
3208.56656994,2750.93687146,2384.84653229
3208.56656994,2750.93687146,2380.09815282
3208.56656994,2750.93687146,2375.27220092
3208.56656994,2750.93687146,2372.05939675
3208.56656994,2750.93687146,2368.18651545
3208.56656994,2750.93687146,2366.43158758
3208.56656994,2750.93687146,2362.92910773
3208.56656994,2750.93687146,2356.86010531
3208.56656994,2750.93687146,2355.91676715
3208.56656994,2750.93687146,2355.44654163
3208.56656994,2750.93687146,2355.44654163
3208.56656994,2750.93687146,2353.21546665
3208.56656994,2750.93687146,2352.99302688
3208.56656994,2750.93687146,2352.78458593
3208.56656994,2750.93687146,2350.17924894
3208.56656994,2750.93687146,2347.23593513
3208.56656994,2750.93687146,2347.23593513
3208.56656994,2750.93687146,2347.10463662
3208.56656994,2750.93687146,2346.00644841
3208.56656994,2750.93687146,2345.99774667
3208.56656994,2750.93687146,2344.40517618
3208.56656994,2750.93687146,2343.84372374
3208.56656994,2750.93687146,2343.64888518
3208.56656994,2750.93687146,2343.03498995
3208.56656994,2750.93687146,2342.2444884
3208.56656994,2750.93687146,2342.2444884
3208.56656994,2750.93687146,2338.87587019
3208.56656994,2750.93687146,2338.87587019
3208.56656994,2750.93687146,2337.5625611
3208.56656994,2750.93687146,2336.88290495
3208.56656994,2750.93687146,2336.4437888
3208.56656994,2750.93687146,2333.8807925
3208.56656994,2750.93687146,2333.8807925
3208.56656994,2750.93687146,2333.60045881
3208.56656994,2750.93687146,2331.34363553
3208.56656994,2750.93687146,2330.6391253
3208.56656994,2750.93687146,2326.51964003
3208.56656994,2750.93687146,2326.51964003
3208.56656994,2750.93687146,2324.435247
3208.56656994,2750.93687146,2324.435247
3208.56656994,2750.93687146,2322.42530666
3208.56656994,2750.93687146,2320.54828322
3208.56656994,2750.93687146,2316.22891413
3208.56656994,2750.93687146,2316.22891413
3208.56656994,2750.93687146,2314.60058642
3208.56656994,2750.93687146,2314.53637683
3208.56656994,2750.93687146,2313.33747892
3208.56656994,2750.93687146,2312.82618864
3208.56656994,2750.93687146,2312.82618864
3208.56656994,2750.93687146,2312.76197905
3208.56656994,2750.93687146,2311.80905371
3208.56656994,2750.93687146,2310.74253621
3208.56656994,2750.93687146,2309.71939854
3208.56656994,2750.93687146,2309.67975254
3208.56656994,2750.93687146,2307.9416865
3208.56656994,2750.93687146,2307.77380021
3208.56656994,2750.93687146,2307.49494647
3208.56656994,2750.93687146,2307.49494647
3208.56656994,2750.93687146,2306.70597463
3208.56656994,2750.93687146,2306.38916597
3208.56656994,2750.93687146,2306.38916597
3208.56656994,2750.93687146,2305.76745329
3208.56656994,2750.93687146,2304.82668932
3208.56656994,2750.93687146,2304.82668932
3208.56656994,2750.93687146,2304.07942054
3208.56656994,2750.93687146,2303.63831554
3208.56656994,2750.93687146,2303.23169795
3208.56656994,2750.93687146,2303.23169795
3208.56656994,2750.93687146,2302.97979268
3208.56656994,2750.93687146,2302.97979268
3208.56656994,2750.93687146,2302.97979268
3208.56656994,2750.93687146,2302.97979268
3208.56656994,2750.93687146,2302.12526092
3208.56656994,2750.93687146,2302.12526092
3208.56656994,2750.93687146,2300.16532921
3208.56656994,2750.93687146,2300.07786671
3208.56656994,2750.93687146,2298.74115603
3208.56656994,2750.93687146,2298.74115603
3208.56656994,2750.93687146,2298.57630195
3208.56656994,2750.93687146,2297.92093238
3208.56656994,2750.93687146,2296.89870027
3208.56656994,2750.93687146,2296.35320573
3208.56656994,2750.93687146,2295.91870419
3208.56656994,2750.93687146,2295.82148625
3208.56656994,2750.93687146,2294.09759443
3208.56656994,2750.93687146,2294.09759443
3208.56656994,2750.93687146,2293.53660691
3208.56656994,2750.93687146,2293.03382486
3208.56656994,2750.93687146,2292.38879368
3208.56656994,2750.93687146,2292.08254219
3208.56656994,2750.93687146,2291.80010679
3208.56656994,2750.93687146,2291.80010679
3208.56656994,2750.7319716,2291.80010679
3208.56656994,2750.7319716,2291.48329813
3208.56656994,2750.7319716,2291.38608018
3208.56656994,2750.7319716,2291.38608018
3208.56656994,2750.7319716,2290.88329813
3208.56656994,2750.7319716,2290.88329813
3208.56656994,2750.7319716,2290.59959738
3208.56656994,2750.7319716,2290.59959738
3208.56656994,2750.7319716,2290.57065996
3208.56656994,2750.7319716,2290.47344202
3208.56656994,2750.7319716,2290.47344202
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.97065996
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
3208.56656994,2750.7319716,2289.61034763
